ProbeID	logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol	Name
TC0100018418.hg.1	0.23240940750746233	5.332756712050187	4.4357914759682355	2.781730237465555e-4	0.12970119594165483	0.4195623913295874	 IFFO2 	 intermediate filament family orphan 2 
TC0400007232.hg.1	-0.5060158496963382	4.55583840736464	-4.402972910951132	2.9982348211319567e-4	0.1368215754119962	0.35696899198266063	 C4orf19 	 chromosome 4 open reading frame 19 
TC1700008757.hg.1	0.36159858592906535	5.341335620510762	4.364097055057228	3.276802349823378e-4	0.14641845166460793	0.28271561970698134	 MAP2K6 	 mitogen-activated protein kinase kinase 6 
TC0600011386.hg.1	-0.27315709370364444	8.146356617229145	-4.335733124127833	3.4963771763914253e-4	0.15165043947189732	0.22847033270200434	 IER3 	 immediate early response 3 
TC1300009348.hg.1	-0.28021122969369155	4.4454097944847595	-4.3308924104171576	3.5353049112247603e-4	0.15165043947189732	0.2192069251956834	 SPRY2 	 sprouty RTK signaling antagonist 2 
TC1100010156.hg.1	-0.3606612462126483	5.201309800268637	-4.297334046454125	3.817443252724184e-4	0.16054220173417316	0.15494434129969026	 BTBD10 	 BTB (POZ) domain containing 10 
TC0600013898.hg.1	0.34380253551089157	5.502410502317807	4.236850557102542	4.3844270085077497e-4	0.1808407509201427	0.03893922001143135	 FAM103A1 	 Homo sapiens family with sequence similarity 103, member A1, mRNA (cDNA clone MGC:2560 IMAGE:2989772), complete cds. 
TC0400007775.hg.1	-0.3103052804426745	4.230616961076933	-4.214471432343983	4.615050413622868e-4	0.1841810373753574	-0.004038225111814953	 ODAM 	 odontogenic, ameloblast asssociated 
TC0300006856.hg.1	0.41306654993174	4.472427200529045	4.2123855245793775	4.6371577854668503e-4	0.1841810373753574	-0.008045483579355306	 RARB 	 retinoic acid receptor, beta 
TC0600007636.hg.1	0.3593700921859549	6.120556186593614	4.169592986359879	5.114922185632412e-4	0.19676432791543133	-0.09030568571228681	 RNF5 	 ring finger protein 5, E3 ubiquitin protein ligase 
TC0100015885.hg.1	-0.26736007569086545	6.1962266806703665	-4.16296625389014	5.193205183458136e-4	0.19676432791543133	-0.10305261330588955	 GATAD2B 	 GATA zinc finger domain containing 2B 
TC1700006626.hg.1	0.4788280748516879	4.921755197546645	4.1599536714753835	5.229189990292608e-4	0.19676432791543133	-0.10884820814617058	 SPNS3 	 spinster homolog 3 (Drosophila) 
TC1900008057.hg.1	-0.2620100567163136	6.263074250494163	-4.137867291210959	5.500763742730754e-4	0.20005159913312415	-0.15135102338200568	 ZFP36 	 ZFP36 ring finger protein 
TC1700009948.hg.1	-0.2911821635588533	4.1536549792964	-4.135883377572727	5.52583993687476e-4	0.20005159913312415	-0.15516994938024098	 SMCR5 	 Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding) 
TC1600007037.hg.1	-0.3065302179980893	5.0121702527926715	-4.1303513539324985	5.596370732929621e-4	0.20005159913312415	-0.16581972681530122	 NPIPA7 	 nuclear pore complex interacting protein family, member A7 
TC0500009012.hg.1	-0.34666456080095287	4.345214945091384	-4.104719415735229	5.935134124574943e-4	0.2063448096955387	-0.2151814619657033	 TCERG1 	 Transcript Identified by AceView, Entrez Gene ID(s) 10915 
TC1700011558.hg.1	-0.36366689217020154	4.920374564951663	-4.0983557651624825	6.022378006262129e-4	0.2063448096955387	-0.2274407636697635	 SLC16A6 	 solute carrier family 16, member 6 
TC0100013818.hg.1	0.2723847992676785	6.081463384626671	4.095330204454696	6.064307333290258e-4	0.2063448096955387	-0.2332699474957476	 PPT1 	 palmitoyl-protein thioesterase 1 
TC0800006983.hg.1	-0.2204626538587311	5.2652730432786	-4.0882425845263715	6.16367924121291e-4	0.2063448096955387	-0.24692669221444863	 PPP3CC 	 protein phosphatase 3, catalytic subunit, gamma isozyme 
TC0500013118.hg.1	-0.23496537411338297	4.370465390249022	-4.0819370983254935	6.253456093906199e-4	0.2063448096955387	-0.25907801806741215	 OR2V1 	 olfactory receptor, family 2, subfamily V, member 1 
TC0200007261.hg.1	0.2608630410512503	5.838542369575835	4.0661874998346645	6.483462296045929e-4	0.20951233592415344	-0.28943560734023066	 QPCT 	 glutaminyl-peptide cyclotransferase 
TC1100010639.hg.1	0.38777192890186396	5.9780727248170304	4.05856745700522	6.597767906800814e-4	0.20951233592415344	-0.304126555440714	 TP53I11 	 tumor protein p53 inducible protein 11 
TC0500012312.hg.1	-0.306280132436553	5.026342432526971	-4.051131154461166	6.711262859728992e-4	0.20951233592415344	-0.3184651965103207	 SPRY4 	 sprouty RTK signaling antagonist 4 
TC1000012567.hg.1	-0.22308001714771347	5.267922476333061	-4.049256207669787	6.74018611468043e-4	0.20951233592415344	-0.32208075387956914	 AGAP5 	 ArfGAP with GTPase domain, ankyrin repeat and PH domain 5 
TC0100006499.hg.1	-0.37191103083059096	5.279108164014326	-4.041781106491873	6.856744306341947e-4	0.20979532138228482	-0.3364965313587396	 PUSL1 	 pseudouridylate synthase-like 1 
TC0700009134.hg.1	0.31734883305934597	4.712972039156814	4.029099179511129	7.059125925787903e-4	0.20979532138228482	-0.36095778211289	 CPA4 	 carboxypeptidase A4 
TC2100008565.hg.1	-0.3187288317107951	4.175830487673018	-4.018660558904225	7.230186240001834e-4	0.20979532138228482	-0.3810957578052552	 RUNX1 	 runt-related transcription factor 1 
TC1400009194.hg.1	-0.3386079459898195	5.631917716258225	-4.018377956605554	7.234874535571246e-4	0.20979532138228482	-0.38164099290949327	 FERMT2 	 fermitin family member 2 
TC1900008496.hg.1	-0.3433083324928992	5.318425907720681	-4.018167436904969	7.238368977195579e-4	0.20979532138228482	-0.3820471578782616	 PPP1R15A 	 protein phosphatase 1, regulatory subunit 15A 
TC0200011998.hg.1	-0.34541215935704983	5.38996120428684	-3.9937912112732072	7.654623666741107e-4	0.21890182453901771	-0.42908557045027784	 POMC 	 proopiomelanocortin 
TC0X00010130.hg.1	0.22164822024900507	6.465344726633628	3.9665211874530697	8.14872551525474e-4	0.22996561164629428	-0.48172579545102057	 MAGT1 	 magnesium transporter 1 
TC0500009097.hg.1	0.2603720033667366	6.520749240714197	3.9538383415337024	8.389262549674777e-4	0.23367909502003198	-0.5062134803244636	 SYNPO 	 synaptopodin 
TC0100011621.hg.1	0.36878035679538834	6.849950371383896	3.9423259809057045	8.613736968856096e-4	0.23458226079437414	-0.5284439315754987	 TGFB2 	 transforming growth factor beta 2 
TC0100014528.hg.1	0.24298481072601258	4.310994386863698	3.939748704751934	8.664806406952539e-4	0.23458226079437414	-0.5334209989551368	 DIRAS3 	 DIRAS family, GTP-binding RAS-like 3 
TC0700010918.hg.1	0.22588044605264151	5.423212448739605	3.9327936854474435	8.804136161469603e-4	0.23458226079437414	-0.5468526428124729	 NUDCD3 	 NudC domain containing 3 
TC0700013075.hg.1	-0.2412977650917434	5.686902571320341	-3.9295744724297217	8.869381848720843e-4	0.23458226079437414	-0.5530699066806495	 CRYGN 	 crystallin gamma N 
TC1400007443.hg.1	0.2092577063930424	6.3103487454642035	3.9212195303986337	9.040977638803128e-4	0.23458226079437414	-0.5692065478218362	 HSPA2 	 heat shock 70kDa protein 2 
TC0700013455.hg.1	-0.20093824215862174	3.900551790836455	-3.919441430955557	9.07792225192701e-4	0.23458226079437414	-0.5726408822476943	 HYAL4 	 hyaluronoglucosaminidase 4 
TC1100012775.hg.1	-0.4297447397093104	5.64254488937331	-3.9130631089560217	9.211692605216071e-4	0.23520521785318368	-0.5849607418425737	 ETS1 	 v-ets avian erythroblastosis virus E26 oncogene homolog 1 
TC1300008668.hg.1	-0.3560788678823418	5.8107756374483595	-3.903522252316029	9.415471000594991e-4	0.2375800259067781	-0.603390091560966	 LHFP 	 lipoma HMGIC fusion partner 
TC1200012178.hg.1	-0.25870618858215083	4.164065465286972	-3.8971183471037207	9.554765668472325e-4	0.23829141169464468	-0.6157606367323423	 UNC119B 	 Memczak2013 ANTISENSE, CDS, coding, INTERNAL, UTR3 best transcript NM_001080533 
TC0700013583.hg.1	0.30967496756796936	4.506583828731177	3.8747440998734826	0.0010057776202514574	0.24733066408835425	-0.6589845823791833	 MTERF1 	 mitochondrial transcription termination factor 1 
TC1700008372.hg.1	0.2998582300041545	5.35645884293042	3.8708558764062135	0.0010147845225557243	0.24733066408835425	-0.6664965100410134	 SCPEP1 	 serine carboxypeptidase 1 
TC1700008794.hg.1	0.29887977568044694	5.849052537207523	3.864882241265969	0.0010287791221890903	0.2479242091315911	-0.6780375803809475	 SOX9 	 SRY box 9 
TC0300008183.hg.1	-0.29897570742076146	4.624002218655875	-3.858249449867499	0.0010445434649244592	0.24892631372999777	-0.690852377151078	 CEP97 	 Transcript Identified by AceView, Entrez Gene ID(s) 79598 
TC0700013254.hg.1	-0.33706977495207763	4.714585172301672	-3.851661320372511	0.001060439989723624	0.249937548347168	-0.7035810867713508	 PTPRN2 	 protein tyrosine phosphatase, receptor type, N polypeptide 2 
TC1700009538.hg.1	0.24151457895112133	6.7484461646984455	3.8322670215481933	0.00110864965600224	0.25845997632539175	-0.7410529040657625	 SLC25A11 	 solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 
TC1000008005.hg.1	0.2154830522331663	6.181405305730861	3.8083310388455285	0.0011711685878049883	0.26848378061471473	-0.7872998337028134	 MCU 	 mitochondrial calcium uniporter 
TC1100013144.hg.1	0.3255520568477368	5.345967010300111	3.804578883329499	0.0011812822337227949	0.26848378061471473	-0.7945492851478653	 ZBED5 	 zinc finger, BED-type containing 5 
TC1700007230.hg.1	0.25400478688900163	4.424990786431889	3.7983322568064453	0.0011983127223375919	0.26848378061471473	-0.8066181138645865	 CDRT15L2 	 CMT1A duplicated region transcript 15-like 2 
TC1900008399.hg.1	-0.36235286419523327	6.954831754256302	-3.794474038446592	0.0012089534194800258	0.26848378061471473	-0.8140723086607871	 ARHGAP35 	 Rho GTPase activating protein 35 
TC2200009345.hg.1	0.3056335276200641	5.401305634204543	3.7925712759077252	0.0012142356732388721	0.26848378061471473	-0.8177484726599795	 C1QTNF6 	 C1q and tumor necrosis factor related protein 6 
TC1900008509.hg.1	0.23302514474141067	6.934580504959647	3.773856001940104	0.0012674304449442574	0.2737923553357636	-0.853905296162643	 RUVBL2 	 RuvB-like AAA ATPase 2 
TC0600009353.hg.1	0.361418884231162	5.502257562946342	3.7727277408468862	0.0012707104082577826	0.2737923553357636	-0.8560849393088992	 TPD52L1 	 tumor protein D52-like 1 
TC1300008424.hg.1	-0.2240534222061205	5.531358134388063	-3.764533181487104	0.0012947874325110686	0.2737923553357636	-0.871915312396002	 USP12 	 ubiquitin specific peptidase 12 
TC1200007821.hg.1	0.26372949657646866	5.403288489161059	3.758926505801555	0.0013115216298845405	0.2737923553357636	-0.8827459623589071	 SUOX 	 sulfite oxidase 
TC0X00007744.hg.1	-0.40256142679857865	5.629060172007105	-3.7570439792767245	0.0013171884713003245	0.2737923553357636	-0.8863824365729212	 SH3BGRL 	 SH3 domain binding glutamate-rich protein like 
TC0400008934.hg.1	-0.31242606916807647	4.957295265592825	-3.7459666335830724	0.0013510302660790503	0.2737923553357636	-0.9077796313995599	 POU4F2 	 POU class 4 homeobox 2 
TC0900011300.hg.1	0.3150956136044256	4.390360172093185	3.74532174073544	0.0013530268494094946	0.2737923553357636	-0.9090252673759327	 TNFSF15 	 tumor necrosis factor (ligand) superfamily, member 15 
TC0400011018.hg.1	-0.371382234844437	5.793735590029847	-3.743699601183203	0.0013580619548338665	0.2737923553357636	-0.9121584680325183	 CXCL2 	 chemokine (C-X-C motif) ligand 2 
TC1700012206.hg.1	0.3098325973104624	4.70994631517749	3.7412677213557735	0.0013656453896420575	0.2737923553357636	-0.9168556303457835	 LOC79999 	 uncharacterized LOC79999 
TC1700011451.hg.1	-0.3486323923671925	5.723418443673684	-3.741186919011649	0.001365898080050667	0.2737923553357636	-0.9170116981423426	 SMURF2 	 SMAD specific E3 ubiquitin protein ligase 2 
TC0700009020.hg.1	0.17235733840571543	6.340124145504921	3.7356077473285447	0.0013834584510802699	0.2747446005441632	-0.9277874973986453	 SND1 	 staphylococcal nuclease and tudor domain containing 1 
TC0400010785.hg.1	0.35407253929309584	6.035843060079833	3.7251466241308893	0.0014169914463415926	0.278822316891142	-0.9479911218678234	 IGFBP7 	 insulin like growth factor binding protein 7 
TC0700012377.hg.1	0.31656572303042907	4.2346064772708125	3.7064390073331097	0.0014789833622347562	0.28745996033111915	-0.984116341680533	 CTTNBP2 	 cortactin binding protein 2 
TC0200015759.hg.1	-0.227732239289449	4.6884236501026955	-3.703873013874601	0.0014876937521798874	0.28745996033111915	-0.9890708457163244	 IHH 	 indian hedgehog 
TC1100009228.hg.1	-0.6025502675992306	5.192187250452295	-3.6824693945519	0.0015623612819929613	0.29335629988100376	-1.0303919321831563	 UPK2 	 uroplakin 2 
TC1100007307.hg.1	0.2678230255881828	4.938786432499343	3.681703590328352	0.001565100636092443	0.29335629988100376	-1.031870165623606	 C11orf74 	 chromosome 11 open reading frame 74 
TC1100010760.hg.1	-0.3306150050110936	4.241457655478944	-3.6798600337108365	0.0015717147699759043	0.29335629988100376	-1.035428726131003	 AGBL2 	 ATP
TC0400011056.hg.1	-0.28684850623289654	5.220969362427274	-3.6784290747141344	0.0015768677333647691	0.29335629988100376	-1.038190802622629	 NUP54 	 nucleoporin 54kDa 
TC0300014031.hg.1	0.27046756334077177	5.060031609087812	3.6757399167463594	0.0015865969221464209	0.29335629988100376	-1.0433813466782924	 CCDC80 	 coiled-coil domain containing 80 
TC2100007897.hg.1	-0.33819020493613716	4.232956614674275	-3.669104796163686	0.001610857761439892	0.2952963869005368	-1.056187470061599	 KRTAP19-4 	 keratin associated protein 19-4 
TSUnmapped00000558.hg.1	0.261035144597435	5.590476450884429	3.6587484802294563	0.0016494620683637458	0.2977671539258365	-1.076173264529812	 HYOU1 	 hypoxia up-regulated 1 
TC0100010584.hg.1	-0.28332807487143474	4.119596967071197	-3.658048980422552	0.0016521023553326439	0.2977671539258365	-1.0775230603870964	 FMO1 	 flavin containing monooxygenase 1 
TC1900008840.hg.1	0.2762846688051423	7.320545209923835	3.637292998579219	0.0017323817845878065	0.30963437096532725	-1.117568216262769	 RPS9 	 ribosomal protein S9 
TC0700011562.hg.1	0.23373357428338037	5.083049449958901	3.6284121058272314	0.0017679007951164028	0.31337137399716203	-1.134698133327758	 TMEM120A 	 transmembrane protein 120A 
TC1900011928.hg.1	-0.23486793750349838	5.776513237939057	-3.6137360780807173	0.0018281848470952048	0.321400890168016	-1.1629999343269883	 ZNF675 	 zinc finger protein 675 
TC2200009353.hg.1	-0.22990313875691087	5.163740003792031	-3.595463613488285	0.0019060929703107595	0.32987221428435454	-1.1982258989274142	 SUN2 	 Sad1 and UNC84 domain containing 2 
TC2100007056.hg.1	-0.26459676712770414	5.79492206437872	-3.5952250835003285	0.0019071314141766115	0.32987221428435454	-1.198685653348087	 SIM2 	 single-minded family bHLH transcription factor 2 
TSUnmapped00000212.hg.1	0.23351655117881792	4.527793179129981	3.589239582602104	0.001933373435716287	0.33173594759394337	-1.2102216335381772	 MLXIP 	 MLX interacting protein 
TC0400012942.hg.1	-0.21283319264068093	3.9052700302890697	-3.5849026098370955	0.0019526107764205943	0.3323777454973723	-1.2185794330661261	 C4orf36 	 chromosome 4 open reading frame 36 
TC1700010686.hg.1	0.26395989134077574	6.105860198594981	3.573099029546088	0.002005931602676794	0.3347160842644025	-1.241322040538928	 JUP 	 junction plakoglobin 
TC0100017116.hg.1	0.2236865919528273	4.816788630773652	3.568526562391738	0.002026971752264808	0.3347160842644025	-1.2501303945663498	 C1orf116 	 chromosome 1 open reading frame 116 
TC1000012454.hg.1	0.22934057661908314	5.327876276223646	3.5655849987003077	0.0020406225085889524	0.3347160842644025	-1.2557964863761981	 ANXA8L1 	 annexin A8-like 1 
TC2200009235.hg.1	0.30578299958820676	5.9409733977281896	3.560601347775456	0.002063957597285675	0.3347160842644025	-1.2653951619604982	 SNRPD3 	 small nuclear ribonucleoprotein D3 polypeptide 
TC0X00011279.hg.1	0.2500622709977943	4.954874629200703	3.557529675648731	0.0020784713619682155	0.3347160842644025	-1.2713107181002128	 TSPAN7 	 tetraspanin 7 
TC0700011982.hg.1	0.2581930666255876	6.293676358999541	3.55578854209864	0.002086743031370096	0.3347160842644025	-1.2746636658865782	 GATS 	 GATS, stromal antigen 3 opposite strand 
TC0800010631.hg.1	-0.2400980506708385	4.33443658672187	-3.5557745439946373	0.0020868096643586074	0.3347160842644025	-1.2746906218198761	 TTPA 	 tocopherol (alpha) transfer protein 
TC0100014276.hg.1	0.3291426175023883	6.060025025874069	3.5548542045230347	0.002091195229924932	0.3347160842644025	-1.2764628845481027	 DHCR24 	 24-dehydrocholesterol reductase 
TC1200011598.hg.1	0.28159066993263493	4.6186675029353905	3.5435602548798792	0.00214576010368266	0.34090564965767184	-1.2982078202808074	 HAL 	 histidine ammonia-lyase 
TC1500007711.hg.1	-0.47571907555932247	4.494247350272779	-3.533027169653114	0.0021979155354205897	0.34662420885074124	-1.318481993160609	 TLE3 	 Memczak2013 ANTISENSE, coding, INTERNAL, intronic best transcript NM_001105192 
TC1700009992.hg.1	-0.30778486981312325	5.095403064821463	-3.512488070074966	0.0023032431154806623	0.3581146629133614	-1.3579987890471843	 FAM83G 	 family with sequence similarity 83, member G 
TC0400008725.hg.1	-0.2780748709121809	4.0009460241128485	-3.5123116031693518	0.002304169315649192	0.3581146629133614	-1.358338206351175	 PCDH10 	 protocadherin 10 
TC0X00009129.hg.1	0.3332503570629122	4.50219866972781	3.508295202344549	0.002325349380209326	0.3588064281059685	-1.3660628909021204	 TMEM27 	 transmembrane protein 27 
TC0300007720.hg.1	-0.29714393046848075	4.336104834853354	-3.501852892982058	0.002359724125015934	0.36150973595244107	-1.3784513443482398	 KBTBD8 	 kelch repeat and BTB (POZ) domain containing 8 
TC0600014348.hg.1	-0.2371195305924972	5.409698900634099	-3.49530233113519	0.0023951904939342535	0.3618869906419398	-1.3910454607069278	 NHSL1 	 NHS-like 1 
TC1600007829.hg.1	-0.268307066486468	4.872510614850117	-3.491170179213563	0.0024178329260379438	0.3618869906419398	-1.3989886158251297	 CYLD 	 cylindromatosis (turban tumor syndrome) 
TC1900011641.hg.1	0.24784701514613122	6.872599538483856	3.4885080576166727	0.0024325319009959735	0.3618869906419398	-1.4041054097929662	 OAZ1 	 ornithine decarboxylase antizyme 1 
TC0400011014.hg.1	-0.19534150474126527	6.692844121330048	-3.4873690694090467	0.0024388477419930842	0.3618869906419398	-1.4062944961886092	 CXCL5 	 chemokine (C-X-C motif) ligand 5 
TC0200008500.hg.1	0.18753704683893996	5.614864852987685	3.48437470888144	0.0024555291142845563	0.3618869906419398	-1.4120491457185436	 CIAO1 	 cytosolic iron-sulfur assembly component 1 
TC1500009120.hg.1	0.30797015550598394	5.522878387334975	3.481755169345636	0.002470214618302065	0.3618869906419398	-1.4170829952472133	 RMDN3 	 regulator of microtubule dynamics 3 
TC0200010545.hg.1	0.3505087174604066	6.04694116687284	3.4799657760894434	0.0024802959541386214	0.3618869906419398	-1.420521342884685	 NRP2 	 neuropilin 2 
TC1400008689.hg.1	0.1815196593131726	6.796634420858987	3.4723166771926834	0.0025238497797501246	0.363241726693417	-1.4352169125916312	 PSMB5 	 proteasome subunit beta 5 
