Symbol	Calu3_microarray	A549_microarray
ACSM1	0.13777097244820163	-0.07088183398409308
ACSM2A	0.12774865408705693	-0.0057051537492624135
ACSM2B	0.10186320389099443	-0.11961552160832609
ACSM3	-0.1328054206681167	-0.11543658637575847
ACSM4	0.3351349270355944	0.39413905122100584
ACSM5	0.06561091559897271	0.02154032142826423
ACSM6	0.140509868021663	-0.01481921505179068
ACSS1	0.1300997385097375	0.034926218430390246
ACSS2	-0.16492117721053062	-0.02894750414548585
ACSS3	0.03521038351062923	-0.018763954318158808
ACTA1	0.42129366897368137	-0.035231570191229626
ACTA2	0.1744812823978526	-0.10655867599331159
ACTB	-0.21513731431477068	-0.055062848719268004
ACTBL2	0.011084826066843707	0.13735306627320193
ACTC1	0.18001782331512642	0.08037019429285733
ACTG1	-0.05429562844949409	0.04967674092683598
ACTG2	0.13565451557525282	-0.10796983459493686
ACTL10	0.17794045517821203	0.017598425207043532
ACTL6A	-0.12574297882774743	0.24048445245247196
ACTL6B	0.10979429344686195	0.07133394663814976
ACTL7A	0.18785378371856953	-0.12243458850557098
ACTL7B	0.11090319202772898	-0.18738065280732075
ACTL8	0.3066789878021979	-0.05378969750637395
ACTL9	0.21889105511795287	-0.055227594579834935
ACTN1	-0.09071250221026153	-0.12958896452501997
ACTN2	0.1792613107250624	-0.051345826838412795
ACTN3	-0.05897616793670807	-0.0024220671198361444
ACTN4	-0.1375290556404353	-0.0701886403420885
ACTR10	-0.3072354112608451	-0.05918497761895267
ACTR1A	-0.17913439680818322	-0.1677863275605841
ACTR1B	0.03152378878558202	-0.011382582751472747
ACTR2	-0.2954547366791486	-0.09805333098892241
ACTR3	-0.11245819839397914	0.15400008583105176
ACTR3B	0.038656746725332966	0.08308358294723354
ACTR3C	-0.06979509924488633	0.07750605653408049
ACTR5	-0.14081777429451917	-0.002610167106590615
ACTR6	-0.12907588848691776	-0.09991950717297596
ACTR8	-0.20784491635321317	0.14532221519923516
ACTRT1	-0.04070608278013411	0.06372576700031833
ACTRT2	0.06678968281488204	-0.12387816631610274
ACTRT3	-0.06458412142373025	0.11766191645499566
ACVR1	0.040474208100835796	0.11108275726895236
ACVR1B	-0.03939115994548219	0.07820320514623162
ACVR1C	-0.005172324311515521	0.10584592482993932
ACVR2A	0.002513757547358126	0.07414369256966483
ACVR2B	0.10250674547120747	-0.021489886584498227
ACVRL1	0.2303320346184038	0.07220604377501255
ACY1	-0.09724723422941736	0.029787939705957237
ACY3	-0.1427062797986804	0.09884153989219036
ACYP1	-0.12497151868394386	0.04894707352209115
ACYP2	0.05844575620240994	-0.034412511459625074
ADA	0.08812035252723352	0.011374886951562704
ADAD1	0.04446546154857192	0.21822429699647788
ADAD2	0.27278406822365747	-0.012191255700387524
ADAL	-0.19437113970697523	-0.08512467791077927
ADAM10	-0.3151465087973488	-0.21082010049054906
ADAM11	0.1641185552924894	-0.11032680168127038
ADAM12	0.1986028001340725	0.05190857994477816
ADAM15	-0.13436952070145855	-0.16445916128402138
ADAM17	-0.09262871145038082	-0.029093368987047813
ADAM18	0.16949109175918733	0.037859642072792826
ADAM19	0.18727224908719314	0.010685578526765122
ADAM2	0.13281057241490998	-0.015705875661399804
ADAM20	0.03737285206548391	0.04422942428749817
ADAM21	0.010922153237208972	-0.002335464199850465
ADAM22	-0.21716176179814106	-0.04375492303769207
ADAM23	-0.07031168163388844	0.09534256421336415
ADAM28	-0.25584910919559845	0.017863069629386212
ADAM29	0.058307709550589476	0.06090781905659259
ADAM30	0.1432739736428848	-0.0039654022517139655
ADAM32	0.22993127912006772	-0.029169456364906976
ADAM33	0.12252381285242789	-0.07238335132955977
ADAM7	0.09795841498879598	-0.012365167579290584
ADAM8	0.19567296929497258	-1.212834632105253e-4
ADAM9	-0.10340829373249244	0.03886786890469096
ADAMDEC1	0.09296615638168654	-0.11234872964938131
ADAMTS1	0.046075448373844814	-0.0610724171116363
ADAMTS10	0.16189120300110835	0.10719634554519807
ADAMTS12	0.12117663674230447	3.889735857474652e-4
ADAMTS13	0.16188687449841316	-0.025191402646922677
ADAMTS14	-0.008011942092184261	0.09724276008563071
ADAMTS15	0.0269976326194227	-0.002136228845326625
ADAMTS16	-0.01254774736123735	0.06193873994300192
ADAMTS17	0.08300426733965227	-0.06673381186506383
ADAMTS18	0.11071311209812097	0.06503752674357326
ADAMTS19	0.06808728023947747	0.09386977097648944
ADAMTS2	0.10021622572395557	0.07415965858418627
ADAMTS20	0.06459513704173245	0.03147915122438206
ADAMTS3	-0.01698742449052843	-0.02881177377568341
ADAMTS4	0.1040677914787479	0.08811065806839077
ADAMTS5	0.11931131179619404	0.04385559630753484
ADAMTS6	0.048941921657871416	-0.026040430576955625
ADAMTS7	0.18778602670372094	0.03277210972444508
ADAMTS8	0.23230479436466317	-0.016308998485287024
ADAMTS9	-0.1774585801196972	0.11726091485645332
ADAMTSL1	0.07335425817701087	-0.05746582791094011
ADAMTSL2	0.1702368346961213	0.058352453253672554
ADAMTSL3	0.04819164930510686	1.9619331461813265e-4
ADAMTSL4	0.23468049491268117	0.028399819631632635
ADAMTSL4-AS1	0.21578240160948534	-0.046673127754659746
ADAMTSL5	0.03083711441990538	-0.06282476504661252
ADAP1	-0.0513859461904404	0.038820464989561085
ADAP2	0.06201778116602391	0.034778926923367995
ADAR	-0.21178480043444414	0.010939667250066891
ADARB1	-0.052519701096552164	0.09095365524630153
ADARB2	0.28257059284837965	-0.038032198717414784
ADAT1	-0.038339323488496224	0.10226608720942322
ADAT2	0.0433556407871003	0.0798774613516047
ADCK1	0.11735077728119407	0.07432054089233614
ADCK2	-0.05427281924157505	-0.09705750513733652
ADCK3	0.017282297099419038	-0.08929898116363985
ADCK4	-0.06513302706300467	-0.16366567070197016
ADCK5	0.008647688010919377	-0.009068304363157063
ADCY1	0.04846370376017363	-0.030482274104797837
ADCY10	-0.023599078621707875	0.16168830124443292
ADCY2	0.22379620047153503	0.018223814631078025
ADCY3	-0.16474681325640184	0.14379686158031352
ADCY4	-0.014846319920840529	-0.08308329503111866
ADCY5	0.07274447568163786	-0.04825518203614221
ADCY6	0.0026527093575071867	-0.02136766371210142
ADCY7	-0.10277496768458234	-0.016587698980926997
ADCY8	0.059772612791385474	0.1322838649866993
ADCY9	-0.04093525671681339	-0.08939655732853867
ADCYAP1	-0.041666365845376904	-0.15577896311978812
ADCYAP1R1	-0.020254270812772736	0.17629883422603643
ADD1	-0.3151775185451414	-0.0662471106953813
ADD2	0.15511893248846378	-0.02241904538259626
ADD3	-0.16939772595383637	0.053181310795372166
ADGB	0.11892992595534774	0.07545229435716064
ADGRA1	0.48618682689383586	0.17264299078459994
ADGRA2	0.1126462898048416	-0.03773542857795287
ADGRA3	-0.10144133611323933	0.16116483886400534
ADGRB1	0.35991443890081476	0.13566877836348745
ADGRB2	0.0913560859403551	-0.022853711589674572
ADGRB3	-0.11092210882441961	-0.041157683523051734
ADGRD1	-0.1755160347762087	-0.009871250583840196
ADGRE1	0.16488001417462345	0.08030903394243097
ADGRE2	0.14669725490264318	-0.002460797029944811
ADGRE3	0.11836300934534846	0.03170955051725371
ADGRE5	-0.20775550856354386	0.021363040278042374
ADGRF1	-0.3191248674353967	0.04317728490347793
ADGRF2	-0.03895184720637906	0.05421629165173117
ADGRF3	0.04319803434701194	-0.12484217399315892
ADGRF4	0.007501717896030716	-0.06931093287763046
ADGRF5	0.0750499363084896	0.028611492449294507
ADGRG1	-0.42478288477097237	0.07380275463838515
ADGRG2	-0.07986865518319916	-0.005571282693682816
ADGRG3	0.2687324503859822	-0.04966120700592218
ADGRG4	-0.04823766742514835	0.1139128574580397
ADGRG5	0.14820971430468807	-0.055805500846659306
ADGRG6	-0.07450212774775633	-0.1432131980378231
ADGRG7	-0.1804971263685272	-0.016686984345271945
ADGRL1	-0.017479926158129013	0.008461062812474033
ADGRL2	-0.08402044176905288	0.028078009358067705
ADGRL3	0.11653142517009273	0.039266037663909986
ADGRL4	0.08470862663203246	-0.013694646891214905
ADGRV1	0.036438673618322606	-0.02027542792271988
ADH1A	0.05065792293001332	0.0879148192511752
ADH1B	0.1535961244931916	-0.040749345531038
ADH1C	0.0636483564942176	-0.20146378681525573
ADH4	0.151187211217831	0.016879689693102405
ADH5	-0.22808075465322683	-0.015707009445817127
ADH6	0.07806173710649104	0.00954260230149093
ADH7	0.14297075622675762	0.06321846554173166
ADHFE1	0.09270159250301271	0.039690753740956555
ADI1	-0.35872016972840043	-0.20149509065507737
ADIG	-0.18018261269560942	-0.2136172980974536
ADIPOQ	0.05451384562656155	-0.09871386028027057
ADIPOR1	-0.010906539988129058	-0.09908101706022085
ADIPOR2	1.4460280539921322e-4	0.1277086317390715
ADIRF	0.12474672152458091	0.14956226640009931
ADIRF-AS1	0.3036544918664621	0.0427523990300514
ADK	-0.031431225147591266	-0.06663680445420342
ADM	0.15554317316871907	-0.04438572450628453
ADM2	0.04950822296889783	-0.025435700201531034
ADM5	0.18256050610424365	-0.013461382425318996
ADNP	0.06386398211897762	0.12339550681815817
ADNP2	-0.004273282567928027	0.07009310045134254
ADO	0.09801973659458946	0.013239832524343381
ADORA1	-0.17457175097235067	-0.08814206857768819
ADORA2A	0.19157804327274736	0.046073603680809275
ADORA2B	0.02850539536175988	0.005794068763045949
ADORA3	0.13409992655825456	0.039831572551404626
ADPGK	-0.048826904554612596	0.09390210283257316
ADPRH	-0.01788632688288079	-0.14067178632474828
ADPRHL1	0.09249959345868888	-0.24422050907581738
ADPRHL2	0.22632023458815653	0.03720038865206826
ADPRM	-0.20362699067962242	0.14747668741068276
ADRA1A	-0.02246436944593766	-0.015143167596876533
ADRA1B	-0.008058917789579428	-0.05719178341789077
ADRA1D	0.2184910103793464	0.04362294121098227
ADRA2A	-0.09788667809315761	-0.09746309314523209
ADRA2B	0.109663274111657	0.031140662381037174
ADRA2C	0.03147717724093546	0.021654654339067853
ADRB1	0.2924214621638765	-0.1188426510925743
ADRB2	0.2270316328996663	0.08064313550764647
ADRB3	0.03868326483357905	0.051116122671717404
ADRBK1	-0.06796359893046722	-0.10110103743366924
ADRBK2	-0.16028926403818874	0.04893045553348694
ADRM1	-0.11192625039860157	-0.1965472784474604
ADSL	-0.1068694100383952	0.07178322318691377
ADSS	-0.2019705095703574	-0.04340834727267745
ADSSL1	-0.05103576464928701	-0.032707513420516796
ADTRP	-6.963176425727156e-4	0.07166279779871096
AEBP1	-0.09762638795583617	-0.08254050390134907
AEBP2	0.14944660224986062	0.07093767852952804
AEN	0.15570543483616536	0.0568554081570619
AES	-0.19321187287718933	0.020735992793421566
AF131215.3	0.16954632320745888	-0.07418177298336592
AFAP1	0.04145355108595943	-0.011877786032137697
AFAP1L1	0.013231864068932932	0.10149384244789146
AFAP1L2	0.12339514227461959	-0.024674250193246205
AFF1	-0.05869464807026898	0.029321263604875886
AFF2	0.08121663373569786	-0.11298476429737164
AFF3	0.02182430738475654	0.06669919632004176
AFF4	0.05849270406996747	0.15534180283058413
AFG3L2	-0.007941729392157183	0.009701360652458968
AFM	0.13458808312960616	-0.0038205265943519577
AFMID	-0.1060639193133728	-0.07720328231591371
AFP	0.04728773291173433	0.012405206272307179
AFTPH	-0.09225873975615317	0.0026247584037858707
AGA	-0.24622038235156718	-0.14326318893750248
AGAP1	-0.021505834881625573	0.12873980107974695
AGAP2	0.0465445926502466	-0.007360422962552751
AGAP3	0.1056224495737319	0.07897600687654313
AGAP4	0.25903822384629616	0.11666972263558173
AGAP5	0.22403751061370564	0.22308001714771347
AGAP6	0.271068579909968	0.2012936127343638
AGAP9	0.15173115623166333	0.1818024406921208
AGBL1	0.09614083931679615	-0.04869447353437317
AGBL2	0.20245327462727564	0.3306150050110936
AGBL3	-0.056304092269376285	-0.0023990524646182315
AGBL4	-0.06864317792772993	-0.02859683757560344
AGBL5	-0.03954562969703801	-0.07382303991502913
AGER	0.15134093218782163	0.10738787765719951
AGFG1	-0.10622085073558385	0.02377342358146766
AGFG2	-0.23568595038632292	-0.06519512481692985
AGGF1	-0.22641561913743236	0.03225177655310911
AGK	-0.17253734903328724	0.037384974091232016
AGL	-0.3325941953800918	-0.027216768333845835
AGMAT	-0.18063958773973773	-0.0991341022119007
AGMO	0.03417139326694732	0.013103223608362732
AGO1	-0.11507392486963866	-0.09560777129890026
AGO2	0.26649651284968656	0.13442829823945393
AGO3	0.01075391123549048	-0.03580705099158399
AGO4	-0.10619743212783597	0.020110497761210162
AGPAT1	-0.24799167702022257	-0.0744458267453744
AGPAT2	0.12009434519421383	-0.005494704424480239
AGPAT3	-0.23651184232075595	0.1584987672212984
AGPAT4	-0.0625560134500307	-0.011831430460043289
AGPAT4-IT1	0.18178730223681766	0.16714563076272537
AGPAT5	-0.11916115924765258	0.07488602749234219
AGPS	-0.29580537764815995	-0.06758600286956423
AGR2	-0.48790812981829246	-0.3177593695786845
AGR3	0.05487762310361359	-0.0013552928874831088
AGRN	0.06593171300162393	0.06036846203203847
AGRP	0.25767277747516576	-0.20612255857752515
AGT	-0.368063224717408	-0.03768934337889772
AGTPBP1	0.003229109233737079	0.06981044443434944
AGTR1	-0.020821448149213974	-0.05376356840578762
AGTR2	0.05693174371016413	0.05160859757177316
AGTRAP	-0.2336556153501902	-0.21404955173070683
AGXT	0.277707990236607	0.05472574192615674
AGXT2	0.23128232884744265	-0.012145225962145373
AHCTF1	0.0234343406521826	0.018582426281086306
AHCY	-0.038429051991149404	-0.06243401541025374
AHCYL1	-0.3324016694851579	-0.22717439279374296
AHCYL2	-0.21122537604662667	0.007935013123865728
AHDC1	-0.03091009169427971	-0.02288109606102691
AHI1	0.026286544983825905	0.005324960299043877
AHNAK	-0.04777091103240794	-0.06094862343849226
AHNAK2	-0.42883301966232656	0.048644125299676585
AHR	0.1754245162784277	-0.027272981592344255
AHRR	0.5441835529185896	-0.04659023711600671
AHSA1	-0.10679081684034819	0.06332111995119565
AHSA2	0.052741153980017025	0.1854607472774078
AHSG	-0.06905483193593565	0.025631971020074015
AHSP	0.15375302019985626	0.11088932357599891
AICDA	0.27560307282064705	-0.0854633789888597
AIDA	-0.24740198410226372	0.03974260785681208
AIF1	0.057106367735748176	0.04805265108102461
AIF1L	-0.034073004857367833	0.025906763761335674
AIFM1	-0.2605641679330047	-0.07031281093520504
AIFM2	0.06436870865915247	-0.06880964481252014
AIFM3	0.16218362860452562	0.05796430691890157
AIG1	-0.14958989263409403	-0.17882492665695263
AIM1	-0.2325009260956467	-0.036872286058808934
AIM1L	0.1187688723480588	-0.04826940811751029
AIM2	0.1255780198124819	0.06881310932874866
AIMP1	-0.10546400933815647	0.049517355491726645
AIMP2	-0.11591330221362686	-0.07547557226842519
AIP	-0.2678343929356641	-0.06167451641242519
AIPL1	-0.038911735039690545	-0.038711545968485944
AIRE	0.2612779358091883	0.028001408395964864
AJAP1	-0.052844985317959746	-0.12670519709802103
AJUBA	0.09032390243657978	-0.09051260747599599
AK1	-0.05191986596313884	-0.3153932149282594
AK2	0.08096073023597863	0.023687545833740886
AK3	-0.2771122348610333	-0.039024929689625634
AK4	-0.36426140856082184	-0.10211965599356995
AK5	0.050832288482416	0.2148097716255779
AK7	-0.04583570434754827	-0.1301774362376137
AK8	0.12079101545967186	0.026237690125005084
AK9	0.030138552295375	0.0015865786765581341
AKAP1	-0.22544531480769087	0.08720439488292851
AKAP10	0.12199850865373002	-0.0329070366366203
AKAP11	-0.13071005207468517	0.030006224157771925
AKAP12	0.05915218029260527	0.17085689033952778
AKAP13	0.07499357069661944	-0.03116573112514334
AKAP14	0.0699406645348065	-0.01853140547933528
AKAP17A	0.08140813871634033	0.03405322530581665
AKAP2	-0.0980790295022444	0.20790129182094202
AKAP3	-0.05199846618423122	0.009449979389486454
AKAP4	0.05191126940248153	-0.11652663722767398
AKAP5	-0.09796304566724116	-0.04614360399418407
AKAP6	-0.03493628658826581	-0.0711503890829358
AKAP7	-0.14418795251139052	0.052700007223175374
AKAP8	-0.058083443927784105	-0.11898287648399733
AKAP8L	0.12050059048050421	-0.046979745461701854
AKAP9	-0.24787054140820847	-0.04779909731817428
AKIP1	0.057880530204086594	-0.13348320036907058
AKIRIN1	0.47792707578010174	0.05112370053951291
AKIRIN2	-0.16918609011957317	0.103298357807138
AKNA	0.27566925978462287	0.030442595897186304
AKNAD1	0.01578259840801518	-0.02213175891307998
AKR1A1	-0.3490383873890736	-0.20014083623978013
AKR1B1	-0.23072369396906756	-0.29677672031375874
AKR1B10	-0.4224879119783317	-0.10538538082314555
AKR1B15	-0.3713208828445853	-0.11062807526048245
AKR1C1	-0.42807072885785097	-0.09447591590634727
AKR1C2	-0.2027900091333376	-0.06413548026745897
AKR1C3	-0.48615084613659465	-0.023992424433415226
AKR1C4	0.033737374694453134	-0.06175355580794717
AKR1C8P	0.09088373295168435	-0.048848943150027496
AKR1D1	0.061215707409229686	-0.05886853702452119
AKR1E2	-0.06810257913338144	-0.040015829167052
AKR7A2	-0.06095451892499418	0.03337234036704992
AKR7A3	-0.02990251378782078	0.003166590190421939
AKR7L	0.00994352791285992	0.023417291387483496
AKT1	-0.13367310602081903	0.072716882447429
AKT1S1	0.11470446616284416	-0.07269505594027156
AKT2	-0.18875460279173628	-0.009187989388487458
AKT3	0.15216111875203997	0.09246529510465307
AKTIP	-0.10371202305662341	-0.07691344686869035
ALAD	-0.0435798594797546	-0.025591709313778688
ALAS1	-0.1700753904783795	-0.009982527076960665
ALAS2	-0.04067215674659605	-0.0157583479175238
ALB	0.14923934370267466	0.027372573152397578
ALCAM	-0.27370406408738696	-0.03647558359985005
ALDH16A1	-0.12040814896472704	-0.020856012699298085
ALDH18A1	-0.31002777992478703	-0.12182548447803773
ALDH1A1	-0.07798236335044459	-0.061729210479490544
ALDH1A2	-0.018638946867566827	0.11995556670776777
ALDH1A3	0.10258370346777597	-0.007570922749113338
ALDH1B1	-0.15110766112947455	0.005568902613629675
